Commodity,Unit,Min Price,Max Price,Avg Price,Date
च्याउ(डल्ले),के जी,रू २५०.००,रू ३००.००,रू २७६.६७,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
कुरीलो,के.जी.,रू ९००.००,"रू १,१००.००","रू १,०००.००","दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
ब्रोकाउली,के.जी.,रू १४०.००,रू १५०.००,रू १४५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
चुकुन्दर,के.जी.,रू १००.००,रू १२०.००,रू ११०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
रातो बन्दा,के.जी.,रू ७०.००,रू ९०.००,रू ८०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
जिरीको साग,के.जी.,रू ९०.००,रू १००.००,रू ९५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
सेलरी,के.जी.,रू ५००.००,रू ६००.००,रू ५५०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
पार्सले,के.जी.,"रू १,५००.००","रू १,८००.००","रू १,६६६.६७","दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
पुदीना,के.जी.,रू ६००.००,रू ७००.००,रू ६५०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
गान्टे मूला,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
इमली,के.जी.,रू १४०.००,रू १६०.००,रू १५०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
तामा,के.जी.,रू ९०.००,रू १००.००,रू ९५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
तोफु,के.जी.,रू ११०.००,रू १२०.००,रू ११५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
गुन्दुक,के.जी.,रू २५०.००,रू ३००.००,रू २७६.६७,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
स्याउ(झोले),के.जी.,रू २४०.००,रू २६०.००,रू २५०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
स्याउ(फूजी),के जी,रू २८०.००,रू ३००.००,रू २९०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
केरा,दर्जन,रू १५०.००,रू १७०.००,रू १६०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
कागती,के.जी.,रू १४०.००,रू १६०.००,रू १५०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
अनार,के.जी.,रू ४५०.००,रू ४८०.००,रू ४६३.३३,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
अंगुर(कालो),केजी,रू ३८०.००,रू ४००.००,रू ३९०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
सुन्तला(नेपाली),के.जी.,रू ९०.००,रू ११०.००,रू १००.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
सुन्तला(भारतीय),केजी,रू १००.००,रू १२०.००,रू ११०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
तरबुजा(हरियो),के.जी.,रू ८०.००,रू १००.००,रू ९०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
मौसम,के.जी.,रू १५०.००,रू १६०.००,रू १५५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
जुनार,के.जी.,रू ३००.००,रू ३५०.००,रू ३२६.६७,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
भुई कटहर,प्रति गोटा,रू १८०.००,रू २००.००,रू १९०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
काक्रो(लोकल),के.जी.,रू ८०.००,रू १००.००,रू ९०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
काक्रो(हाइब्रीड),के जी,रू ६०.००,रू ७०.००,रू ६५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
निबुवा,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
नासपाती(चाइनिज),केजी,रू २३०.००,रू २५०.००,रू २४०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
मेवा(नेपाली),के.जी.,रू ४०.००,रू ५०.००,रू ४५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
मेवा(भारतीय),केजी,रू १००.००,रू १२०.००,रू ११०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
अम्बा,के.जी.,रू १५०.००,रू १८०.००,रू १६३.३३,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
लप्सी,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
स्ट्रबेरी भुईऐसेलु,के.जी.,रू ५००.००,रू ६००.००,रू ५५०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
किवि,केजी,रू २००.००,रू २५०.००,रू २२६.६७,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
शरीफा,के‍.जी,रू २००.००,रू २५०.००,रू २२६.६७,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
आभोकाडो,के.जी,रू २००.००,रू २५०.००,रू २२६.६७,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
अमला,के.जी,रू ७०.००,रू ८०.००,रू ७५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
अदुवा,के.जी.,रू १३०.००,रू १५०.००,रू १४०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
खु्र्सानी सुकेको,के.जी.,रू ३८०.००,रू ४००.००,रू ३९०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
खु्र्सानी हरियो,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
खुर्सानी हरियो(बुलेट),के जी,रू ७०.००,रू ८०.००,रू ७५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
खुर्सानी हरियो(अकबरे),के जी,रू २३०.००,रू २५०.००,रू २४०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
भेडे खु्र्सानी,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
लसुन हरियो,के.जी.,रू १००.००,रू १२०.००,रू ११०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
हरियो धनिया,के.जी.,रू ८०.००,रू १००.००,रू ९०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
लसुन सुकेको चाइनिज,के.जी.,रू ३००.००,रू ३२०.००,रू ३१०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
लसुन सुकेको नेपाली,के.जी.,रू ३००.००,रू ३२०.००,रू ३१०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
छ्यापी सुकेको,के.जी.,रू १४०.००,रू १६०.००,रू १५०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
ताजा माछा(रहु),के जी,रू ३४५.००,रू ३६०.००,रू ३५३.३३,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
ताजा माछा(बचुवा),के जी,रू २५०.००,रू २८०.००,रू २६३.३३,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
ताजा माछा(छडी),के जी,रू २४०.००,रू २८०.००,रू २६०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
रुख टमाटर,केजी,रू १५०.००,रू १८०.००,रू १६६.६७,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
राजा च्याउ,के.जी.,रू २८०.००,रू ३००.००,रू २९०.००,"दैनिक मूल्य बारे जानकारी - वि.सं. कार्तिक ३०, २०८१"
